id	tweet	subtask_a	subtask_b	subtask_c
90934	@USER @USER And your fans keep going back and forth between “it’s not in the report” to “the police or she is lying”	NOT		
17480	@USER I call her the Negative Nellie who lives in my brain. I constantly battle with her. She is a creep.	OFF	TIN	IND
24629	@USER If deGrom was actually as great of a pitcher as you say he is then he'd hit more homeruns.	NOT		
71287	@USER He is following orders. Simple.	NOT		
75946	@USER Chicago already has the toughest gun control laws in the country. Democrats want to disarm law abiding citizens but criminals will always have guns.	OFF	TIN	GRP
55670	@USER Good Evening. Can you tell us your location and which direction you are traveling so we may investigate? ^Z	NOT		
86185	@USER @USER You are a good man! I love people who love animals!	NOT		
54013	@USER @USER @USER @USER @USER Liberals don't address. They insult and attack.	OFF	TIN	GRP
87693	@USER @USER Proud of you too! You hold down the fort for us on sensible gun control. TY! #EnoughIsEnough	NOT		
20276	@USER By arguing a call? The media and you are making it a big deal	NOT		
17565	@USER Too many Republicans/Conservatives perennially bringing a knife to a gun fight is how Connecticut has ended up a basket case state.  If you can't stomach matching your adversaries aggression level you will get steamrolled.  Every 4th grader knows this.	OFF	TIN	GRP
89419	@USER @USER Must have @USER writing his material...	NOT		
85508	@USER Who is Cheney? You’re the second person who mentioned her and I have no idea who she is	NOT		
62179	@USER @USER he has never gave any information or said anything that ended up being true. Most likely cause if he is producing w them he’s not allowed to share info	NOT		
83376	@USER He doesn’t want to give anything to POTUS!	OFF	UNT	
63306	66% of Americans want tuition-free college 67% support Roe v. Wade 68% support stricter gun control laws 70% support Medicare for All 78% support teaching kids about climate change 82% support congressional term limits 91% support criminal justice reform  URL	NOT		
50564	"@USER if you are trying to use the word pet"" as in like... a term of endearment towards another human you can just use ""chouchou"""""	NOT		
88993	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER TY FOLLOWED ALL NEED ONE FOLLOW BACK HOPE TO SEE THEM FOLLOW TO #MAGA #KAG	NOT		
36961	"@USER @USER @USER Nice. That is so true. No life trump haters. Funny thing is trump done everything good for Americans and America yet these anti Americans put trump down! Amazing that people act like Trumps the bad guy! EVIL is the liberal  democrats &amp; the band of haters.. Antifa"" ""blue wave"""""	OFF	TIN	OTH
45865	@USER @USER @USER Yeah sorry girl but he is right if you actually look up the history. They were created in LA to fight back against violence by Bloods/Crypts	NOT		
30374	@USER @USER @USER @USER @USER @USER A visual representation of the gun control movement and why we are tired of the demands: URL	NOT		
48329	@USER @USER She is a courages patriot	NOT		
61116	@USER The entire idlib border is filled with HTS URL	NOT		
39259	"@USER your ANTIFA army are the dregs of society"". I pay taxes."""	NOT		
87902	@USER You are my hero!!	NOT		
58175	"#ThursdayThoughts  I wonder how many liberals would take the word of a woman that accused their husband, son, dad of groping"" 36 years ago?  A BIG FAT ZERO!  We can not allow people 2 destroy any man's life without 100% proof they were violated.  It's a tactic, not the TRUTH. URL"	NOT		
28912	@USER We are playing Clue based on a high school party in the 80s when a federal judge was in his teens.  Does anyone really take this seriously?	OFF	UNT	
30045	@USER @USER “Gun control saves lives”.  🙄	NOT		
59544	".@USER asks @USER to respond to criticism that the Liberals only care about anglophones when it's time to get their votes. Couillard says that's not the case: I think people know my sincerity on these matters."" #Quebec2018"""	NOT		
36427	@USER @USER @USER @USER Also Jaclyn is either crazy stupid or she is straight up lying to people about the Morphe return policy. That is also deceptive and predatory	OFF	TIN	IND
84971	@USER Right!? Good grief...he is just perfect 😊😘❤❤	NOT		
43439	@USER @USER @USER She is really talking nonsense.. can she talk like this for Bible and Quran?	OFF	TIN	IND
64849	@USER @USER @USER @USER When some one is defaulter and you are FM... Ideally what should a FM must say when he meet dafauler	NOT		
82971	@USER Good luck on your future endeavors...you are surely going to be missed 😥	NOT		
67263	Soooooounds like an AWESOME plan !!!  Next he’s gonna be pulling money from Medi-care &amp; Pensions to pay for all the Golf Cart Rentals for his @USER detail that watches him struggle to stay on the fairways on all the Golf Weekends he swore “he’d NEVER have time for” #MAGA URL	OFF	TIN	IND
57628	@USER @USER Hillaryous lmao waa boo hoo	NOT		
39824	@USER @USER I kind of feel like AntiFa are terrorists.but maybe I'm overstating it lol 🤷‍♂️	OFF	TIN	GRP
98896	@USER @USER Just saw it. Still vague though. He does not confirm if he is done or not though.	OFF	TIN	IND
87769	@USER @USER @USER -Student loan debt relief -Increase minimum wage -Stronger gun control laws -Reforms for election process -Stronger environmental protections -Affordable housing for everyone -Stronger protections for women's rights -Net neutrality	NOT		
16839	@USER Holder should be in prison	OFF	TIN	IND
74129	@USER Take a stand against all violence!  Talk to your ANTIFA friends.	NOT		
75322	@USER Big O - you are right - you don't lose to Gabbert	NOT		
18309	@USER Better think back!	NOT		
74851	@USER OMG😳!!!!! He is????????	NOT		
17553	@USER For all those conservatives that were so troubled to explain things about cigar's... How outraged are they about our current president?	NOT		
75730	@USER So Glad Your Back 🙏 Hygs Love You ❤ Getting Ready To Do A  #ProLife. Presentation #Maga  #💯🇺🇸🇺🇸🇺🇸 URL	NOT		
25203	@USER Wanted to be sure you saw the latest from conspiracy theorist Devin Nunes: URL	NOT		
86476	@USER She's hiding! Republicans don't have an Antifa!	NOT		
62580	@USER She is textbook colonizer	NOT		
33579	@USER Go home has been	NOT		
96023	@USER @USER “has been the inspiration for the rise of violent fascism in America?”  He hasn’t really endorsed or been a advocate of antifa though.	NOT		
82533	. @USER i sent @USER  your way for dinner. She said she met you tonight but What she didn’t tell you is that she is Clemson legend like you are an Aggie yell leader legend. She cheered at Clemson and is a ESPN commentator for Varsity!	NOT		
95127	@USER @USER Anyone rating 100 RIfles as better than Deliverance doesn't deserve the right to be read.	NOT		
36197	@USER Looks like selling her sole to the Hater Liberals is now weighing heavy on her. They are now wondering is upping the money transfer to her will work.	NOT		
33562	@USER girl you are SO beautiful 😩😍	NOT		
15656	@USER @USER @USER @USER You are so pathetic	OFF	TIN	IND
42482	10 restaurant diners fatally shot in Corpus Christi with .357 Ruger Blackhawk revolver. The NRA calls gun control research 'unethical'.	OFF	TIN	OTH
13877	@USER @USER @USER @USER @USER @USER @USER Louis Farrakahn called. He said you are doing a great job of parroting his ideas. (Means you do not have an original thought and that you are actually the puppet here).	OFF	TIN	IND
60544	@USER Just finished saying to my wife that “Conservatives are not ready for the likes of Stormy  thanks for everything Stormy	NOT		
18464	50 miles from Springfield to Worcester March for Gun Control is technically Hillary Clinton since Chinaly Chanvong wears a Wellesley College sweatshirt. Get your facts straight Mark Zuckerberg.	NOT		
15685	@USER @USER @USER @USER @USER @USER @USER They did have a trial just a separation. Over 500 kids without their parents and lowlifes like you are thrilled about it.	NOT		
89967	@USER @USER That's exactly what he is....	NOT		
23114	"@USER It's kind of like when a mean old woman says that a pretty young one is Ugly and untalented"" just because she is washed up and will never look like that again. For one thing it's catty, secondly, it makes her look like a jealous hater and has-been! #Montel"""	OFF	TIN	IND
46021	@USER yep.unfortuly he has proven what establishment supporters on du said about him.why in world did he support bernie.he is all in for trump which is why i have him blocked afte rpreviously following him ont witter and youtube.	NOT		
61935	"@USER She is like one of those bag ladies"" you see on the street or a bus, mumbling, cursing out loud, talking to herself or anyone that will listen. Please, GO AWAY! URL"	NOT		
36948	@USER god you are adorable	NOT		
88223	@USER @USER Not to mention the outrageous amount of taxpayer dollars spent on her for this Taxpayers Funded 'Unprecedented' Armed Protection for Gun Control Sen. Kamala Harris | Breitbart URL via @USER	NOT		
48809	@USER I’m HAPPY that you are feeling better!😉	NOT		
39480	@USER Liberals have truly outdone themselves with this stunt. Absolutely disgusting.	OFF	TIN	IND
32417	@USER I think Donald Trump is a disgusting disgraceful pig . Shame on him thinking that he did so much for Puerto Rico . He failed us . And he is a failure as a so called president . He did nothing but talk bad about Puerto Rican’s he doesn’t understand that PR is USA territory.JERKOFF	OFF	TIN	IND
81504	@USER @USER Check the antifa registration.  Some of her coworkers are there.	NOT		
63913	@USER You have the love and support from so many people -even if we are just strangers. You are not alone xo	NOT		
60735	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly!	NOT		
91488	@USER @USER @USER Antifa lives!	NOT		
15663	@USER @USER Wow this was the most civil gun control debate/arguement ive even seen on twitter	NOT		
88096	@USER She is the face of the democrat party. She should be locked up for bullying the Republican Party.  She’s rich. Lives in a mansion and her district is in poverty. She’s more like a dictator in her district!!	NOT		
66457	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER How an #evangelist speaks when he is filled with holy spook URL	OFF	TIN	IND
36963	@USER Seriously you are so freaking Hot!!	NOT		
79963	@USER The ratings are low because of people like you &amp; the other guy making fun of conservatives.. This is one reason why Trump won..  You people just don't get it &amp; pitiful &amp; shameful...	OFF	UNT	
98223	@USER @USER This is a teacher or nut job...you be the judge...but remember she is influencing young minds.	OFF	TIN	IND
46990	#DidYouKnow #Texas conservatives are working to boot #HelenKeller from textbooks? #DoYouKnow why?  Learn more about how to stop this at URL #TXBOE #TXEd #Education  #TheMoreYouKnow #TuesdayThoughts  'Keller... URL	NOT		
69019	@USER This stinks like week old fish she is a best a liar	NOT		
63328	@USER @USER @USER @USER WATCH THIS PLEASE! James &amp; Gavin discuss Antifa #Resistance actually IN the DOJ  using their positions to TARGET specific Americans	NOT		
11972	@USER @USER How come Cranleys minions don’t talk about gun control after all the lives lost in the inner city of Cincinnati but one looney shoots up 5/3 and now the city council wants to talk gun control?	NOT		
12668	@USER But when dealing with liberals all bets are off cause they don't care who gets hurt as long as they get what they want. #ConfirmKavanaugh	NOT		
37944	@ MY LRT IM DYDINV G SHE IS BEAUTIFUL	NOT		
67343	@USER @USER You are a bright star for Texas.	NOT		
40606	"Roy Moore"" ""Allegations From Far Distant Past""  ""Bezos"" ""Bunny"" ""Satire"" #drellenbrandt #MAGA Dr. Melissa Bunny, via a Medium, tells us from beyond the grave: ""About 35 years ago, Jeff Bezos put his hands on me, cut my head off, and cooked me as hasenpfeffer for dinner."" 🐇🐇🐇 URL"	OFF	TIN	OTH
73869	ANTIFA..ANONYMOUS ARE COMING FOR YOU..  URL	OFF	TIN	IND
35985	"@USER @USER @USER @USER @USER @USER @USER @USER @USER ATTENTION!! @USER is publishing a target list for ANTIFA on his Twitter Account under Lists"". The list has high profile names and names of everyday Trump supporters. PLEASE CHECK THIS LIST for your name. @USER has NOT suspended his account."""	NOT		
30593	@USER @USER Could anyone expect anything less from a fool like j rubin? Incompetent hair on fire libs cost people their lives and blame it Pres. Trump.	OFF	TIN	IND
41575	@USER @USER Debate moving on to the streets is a side effect of media/MPs failing to address questions they need to answer &amp; the violence frequently stems from the thuggish #antifa mobs who oppose these issues being aired. What are your answers to questions here? URL	NOT		
15926	@USER @USER @USER @USER @USER LMAO you are too dumb... forgive my manners but this pile of shiit you just said can give cancer. URL	OFF	TIN	IND
44471	@USER I bet the first ones she calls when she is being robbed is those very same police😡‼️. People are freaking stupid ... 🙄	OFF	TIN	GRP
96939	@USER Take a vacation!  #WWG1WGA  #MAGA	NOT		
96000	@USER thought they scored 69 points... sad	NOT		
87051	@USER @USER @USER @USER Don't feel sorry for her. She is so greedy she even hides her Patreon amount and dumb kids keep donating for watching her playing games and whispering into a mic.	OFF	TIN	IND
66869	20 Crazy Things Liberals Blame Trump For URL via @USER  Unhinged blame everything on our President.	OFF	TIN	GRP
27638	@USER I hope those La La Land libtard lunatics don't think most conservatives would watch that garbage. Those idiots make a living playing dress up. Grow up and move into the real world.         VOTE REPUBLICAN!	NOT		
70844	@USER I was think she jisoo but I’m Focused I found she is taeyoun	OFF	TIN	IND
38565	@USER @USER @USER @USER @USER @USER @USER @USER Thank you. Good to see we are trying this approach in addition to others. Too often this issue is used as an excuse to tax. Please can you report updates when they become known? Thanks. 👍🏻	NOT		
52297	@USER Didn’t the President already make an offer that was refused?	NOT		
55878	@USER She is a college professor in Cali. Resist antifa burn buildings riot Cali colleges .	NOT		
91403	@USER And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂	NOT		
18098	@USER Haha! I don't believe it.	NOT		
34711	@USER @USER When one of those sides is white supremacists then it shouldn't be hard to say that one of those sides is the wrong side. Now stop trying to equate antifa with white supremacists. It just makes you look more like a white supremacist.	OFF	TIN	GRP
83978	@USER Liberals should be jumping for joy!	NOT		
54675	@USER She is a cutie!!But she needs a PACKER bib	NOT		
15112	@USER this girl called herself tryna call me ugly. i had to show her how ugly she is.	OFF	TIN	IND
46798	@USER @USER @USER @USER dude just go straight to the point. You are trying to say that Iggy can be bigger than Em bc she is younger URL	NOT		
86433	@USER She can never said no to prove to her fans and gram she is working hard.	NOT		
30046	@USER That said. You are right about those who do put themselves forward to read the job description.	NOT		
23711	@USER @USER Stay vigilant Conservatives!!	NOT		
80076	.@USER Liberals attack private lives when they can't attack policies. URL	NOT		
39956	@USER I m pretty sure you are not too bad yourself...thanks for a lil bit of sweetness on this brutal world	NOT		
39910	@USER He is nothing but a fruit cake I can't believe I like him at one time	NOT		
73086	@USER @USER Yes. Liberals.	NOT		
30248	@USER @USER URL  Many heavy metal rockers were Conservatives who believed in freedom.  Unfortunatemy some appeared to only be in it for the money.  But others truly believe it.  Helped end the Cold War.	NOT		
21485	@USER @USER ..... or you could legislate some common sense gun control and tone down your racist rhetoric.	OFF	TIN	GRP
30937	Democrats and their double sided hypocrisy. Is this any surpise... #MAGA #ConfirmKavanaugh  #PJNET URL	OFF	TIN	OTH
66540	@USER Charge!!!! People know how good you are at makeup by pictures! You can’t keep doing that you’ll be skint!	NOT		
55485	"@USER I just said that very same thing. That Christians"" create a life/death for Dr. Ford or Stormy Daniels who tell their stories, but I don't see (not counting Antifa) that happening from us to them. It's so weird.  Not very Christ-like of them, at the least of it, and so vile, etc"""	NOT		
69092	@USER Dear Pope Francis: SHAME ! 😫	NOT		
98720	@USER @USER Absolutely!  We all know the Dems want all the votes coming to them; that is why they are all pushing for it to happen.  Dems/Liberals are plainly UnAmerican. All they care about is their paycheck and their position. 1st We need term minutes; no more than 2 terms like POTUS has.	NOT		
11633	It has always been @USER aim to compromise the evidence so that the Special Counsel cannot use it to convict @USER during impeachment. . @USER @USER #MAGA @USER @USER @USER @USER @USER @USER @USER URL	NOT		
68769	@USER @USER  has announced he is releasing #Fisa URL	NOT		
63243	@USER Looks like #antifa to me....just saying. URL	NOT		
71775	@USER @USER .  The #MeToo has been ruined by hateful demonic Democrats.  It's now been WEAPONIZED against MEN.  Disgusting how Democrats/Liberals RUIN everything they touch! #VoteRedToSaveAmerica #MAGA	OFF	TIN	GRP
92284	@USER @USER This unfortunately is the real way Democrats feel about Blacks! If they could they would put us all on the Plantation! Socialism is making citizens slaves to the Government! The Conservatives will never let that happen! This very kind of Treason is why we have the 2 Amendment!	OFF	TIN	GRP
97426	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are so beautiful!!😢😍Xx	NOT		
39447	@USER @USER Mental case for sure	OFF	UNT	
72744	@USER @USER @USER @USER @USER @USER @USER @USER @USER Cheers; appreciated.	NOT		
75641	@USER Northern AZ is good. Look forward to seeing him there! #MAGA	NOT		
65400	@USER @USER @USER What Bhagwat tells shakha minions and what he says to rest of the world are two different things. Sanghi goons will keep on raping and killing but the stupid liberals will think sanghis are ' not that bad'. Don't get taken in by his lies else next 5 years India will disappear.	OFF	TIN	GRP
17667	"@USER If we are not in control"" then how come you are allowed to tweet that idea in the first place?"""	NOT		
76300	@USER He is beautiful just like his grandma bless him ❤️❤️❤️	NOT		
87204	*Your love for one another is the starlight in the darkness that surrounds you. May that luminous love sustain you until the first day of rain cleanses the heartache you are enduring and washes away the pain.* @USER   #RememberingEdward	NOT		
65323	"@USER The democrats are becoming more despicable by the day! There is no bottom to their vitriol and lies"" barrel.  Why liberals go along with this makes no sense."""	OFF	TIN	GRP
66884	@USER @USER And she is getting death threats Who owns comprised Graham?	NOT		
59532	@USER @USER I’m afraid you are right.	NOT		
66851	@USER @USER Repeat after me zombies...	NOT		
99138	"@USER He is saying what"" they need to do to fix the problems, but not much ""how"" they will fix them.  I am a hear-broken Cardinal's fan looking for answers"""	NOT		
56989	@USER He is trash himself to do that	OFF	TIN	IND
12243	"@USER Impulsive reaction.""  She is not looking at the gun, and her head is bowed low, mane a mess.  ""What happens now?"""""	NOT		
49641	@USER Antifa's been busy lately it seems.	NOT		
96728	@USER Yes...  #Occupy changed their T-Shirts to #Ferguson changed their T-Shirts to #BaltimoreRiots changed their T-Shirts to #Resist changed their T-Shirts to #Antifa to spread DEMOCRAT VIOLENCE	NOT		
36127	@USER @USER Wrong 60% didn't vote PC so that doesn't mean the 60% who didn't should shut up.  Likewise a 1/3 voted NDP so not a majority by any means but a sizeable minority.  Actually Liberals and Greens have similar position too and vote wise those three are majority.	NOT		
73143	Looking into the shooting in Maryland but no info since the feed is nothing but protest. Why do the gun grabbers not want anything out. We know it was a female. #MAGA	NOT		
47583	@USER Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation. It will not work! Get over @USER triumph. You communists will not destroy the USA #MAGA	OFF	TIN	GRP
95608	"@USER It is poisonous indeed. No wonder she is called Vesha Bottle"". The Beauty in Her eyes poisons every soul that stares into it."""	NOT		
90642	@USER @USER There aren't any principled conservatives	NOT		
51713	@USER Democrats soft on crime soft on border security. Since we can’t use Illegal Aliens. I will now call them CRIMINAL Aliens	NOT		
39204	@USER @USER you are so beautiful	NOT		
20619	@USER He is not a troll he is simply dumb but I’m enjoying it I love tweeter for this 🤣🤣🤣🤣🤣🤣🤣	OFF	TIN	IND
49964	@USER I understand Annie she is stuck in between ! I understand her !	NOT		
97490	"@USER @USER Hillary was blaming women not too long ago.  Better hope the Uneducated"" don't show up to vote again.    “It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”"""	OFF	TIN	IND
33290	@USER @USER I support Jahs blessings on his hussle ....he is d bomb	OFF	TIN	IND
23739	"@USER @USER I think this is more a way to scare Brexiteer Conservatives into toeing the party line.  Brexiteers are all for the will of the people"" so long as the people agree with them."""	NOT		
43430	@USER He is jeopardizing our security!  If he wants to show he favors transparency he can instead  release his taxes!	NOT		
43670	#MaxineWaters: #Trump ‘Has Displayed the Most Despicable Behavior That Any Human Being Could Do’ URL #MAGA	OFF	UNT	
39701	"@USER It really sucks when commies atheists liberals refugees and anyone who isn't one of (us) uses our"" precious tax dollars...."""	OFF	TIN	GRP
75013	@USER No she is just informing the public of the horrible goings on in the trump White House.	NOT		
80489	@USER She is a Lib registered Democrat. And thats all we need to know.	NOT		
54070	@USER @USER Enjoying this Williams &amp; PC crowd tantrum. Karma.	NOT		
43528	@USER @USER @USER @USER @USER @USER @USER That’s a blatant lie. ANTIFA is the worse hate group. Look at what they did at Berkeley university in California. They nearly destroyed it over a guy they disagreed with. It wasn’t the KKK OR WHITE SUPREMACY. They are shutting down free speech	OFF	TIN	GRP
76467	@USER And Who Would Listen to a Man that Robbed American Taxpayers of Millions of Dollars and Gave it to Iran?  NOT ME!	OFF	TIN	IND
33578	@USER Well she is better looking than the lying chicks lawyer	OFF	TIN	IND
66351	@USER The hate really takes a toll on these people physically. Most of these unhinged liberals do not look well. 24/7 fake news Armageddon coverage is sucking the life out of these people. I feel bad for them....	OFF	TIN	GRP
67577	@USER You mean he is a URL	NOT		
33019	@USER Croatian President's bikini photos worlds hottest president ever URL	OFF	TIN	IND
22099	@USER you've seen the reports and you might know more than me but have a look at how many businesses have closed down since the coalition of the @USER @USER and you talk of training people for business.	NOT		
46049	@USER Yeah. Gun Control Act of 1968 also uses a lot of innuendoes for black people and ghettos in its text.	OFF	TIN	GRP
48637	@USER What happens next is whoever inthe GOP votes against him gets destroyed and we vote MORE republicans to the Senate to ensure margin of victory for AMY CONEY BARRETT liberals worst nightmare.	OFF	TIN	IND
89819	@USER @USER They can’t do that would infringe on my rights and I only like it when these companies infridge on people who give people who are not liberals such as myself an alternative to 1 size fits all mainstream narrative.	NOT		
11589	@USER @USER Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck	OFF	TIN	IND
56899	@USER He is only or 2 games? I thought it was 4 fire some reason	NOT		
93569	@USER @USER That dude whoever he is aged out a long time ago. Do better Utah.	NOT		
80192	@USER @USER @USER Trudeau’s liberals have no rules ! Time to oust them!	OFF	TIN	GRP
65845	@USER I think she is one of the oddest people I have ever seen. How did she get elected? But then again I find myself asking that about any liberal. 🤷‍♀️	NOT		
23633	@USER and @USER states that she went to save herself from online abuse. If she wants to live in peace then why she is not taking case back and asking relatives to attend hearing.  Contradictory statements and action.	NOT		
39036	@USER Francis must be forced aside. The Church needs to be cleansed top to bottom.	OFF	TIN	OTH
51890	@USER WOW THIS COLOUR SCHEME I AM LIVING FOR IT ALSO YOU?? ARE SO PRETTY??	NOT		
81327	"@USER @USER @USER @USER @USER If you read this thread @USER seemed to imply that the views and actions of Soros are the same as everyone on the left"" (i. e. if you are ""left"" you support Antifa)... did I misread?"""	NOT		
61363	#Republicans #Conservatives @USER wet dreams: Step 1: Confirm predator as SCOTUS judge Step 2: Eliminate women's choice Step 3: Eliminate non white's voting rights Step 4: Eliminate women's voting rights Step 5: End immigration	OFF	TIN	GRP
52370	@USER - both don’t support Medicare for all  - both voted against the dreamers  - both voted for the racist police brutality bill  - both voted to give Donald trump and even larger military budget .  - both didn’t do a thing on gun control  - both voted for the racist payday loans bill	OFF	TIN	GRP
19916	@USER You are the best. 💜	NOT		
23564	@USER @USER It doesnt matter who said it.  YOU ARE CORRECT .  If anyone that stupid to out your life and families lives in jeopardy based on politico. Dam fool.	OFF	TIN	IND
94731	@USER It has been being de-created slowly and stealthily since the CONservatives came to power... Hunt's done a sterling job.	NOT		
73680	The GOP has two choices: 1) Confirm Kavanauh &amp; possibly lose the house. 2) Dump Kavanauh definitely lose the house &amp; have their supporters #WalkAway   #MAGA  #DoTheRightThing  #ConfirmKavanaugh	NOT		
82033	@USER @USER @USER False. They have not released the names of the 13 Russians yet	NOT		
57651	@USER @USER The active duty personnel I know think he is a dangerous fool. Maybe 100% of racist military klansmen support Mr. Traitor-pants.	OFF	TIN	IND
76713	@USER He is a vet!! He should know better!!!	NOT		
94239	@USER I love your momma. She is me	NOT		
44654	@USER @USER  This is insulting. I'm black and fully capable of getting IDs. What makes you think that we can't?  Lets be honest. This is about liberals (mostly white 1s) that want to appear as saviors and vanguards for minorities. Its about protecting your fraudulent votes.	OFF	TIN	GRP
16362	"1/ Here's @USER as quoted by @USER factually incorrect on no less than 6 counts: Trump is raising taxes not just on Democrats, he’s raising taxes on  Democrats &amp; Republican &amp; independents &amp; conservatives &amp; short people &amp; tall people."""""	NOT		
87524	@USER @USER @USER @USER @USER She is so calm &amp; patient. That’s great..keep it up. Don’t mind people bc everyone has their own viewpoints on each aspects of life.	OFF	TIN	GRP
64374	@USER @USER Miriam	OFF	TIN	IND
20145	@USER you deserve it !!!!	NOT		
28636	"@USER @USER The conservatives &amp; evangelicals I'm sure, you know the Pro-Lifers"""""	NOT		
24912	@USER @USER He/she deserves those tattoos. Hope the antifa follow.	NOT		
40596	".@USER @USER via @USER You have cattle. You are big farmers. You can feed your children. Why then resort to birth control? This is my opinion, I see no reason to control births in Tanzania,"" @USER URL URL"	NOT		
12224	@USER @USER @USER EXCITING WEEK AHEAD!! GOD BLESS YOU MR PRESIDENT #DEPLORABLES #MAGA #KAG URL	NOT		
53081	@USER call up @USER about time he got a call up🙌🏻 he is showing he can perform at a big level! he might not be at a top 4 club but he can score give him a chance!..	NOT		
88415	@USER Frankly I hate that argument. Gun control. Healthcare. Student loans. Tax policy. Climate change. Social Security. Medicare. Even car emissions and mileage. There is a clear difference on each and every policy.	OFF	UNT	
13607	@USER You are not alone with that :(	NOT		
45144	@USER Yes!  We were.  Back again.  Thank you so much.  Hope you are all well..❤️	NOT		
31831	Standing trump strong.  Maga URL	NOT		
22519	@USER @USER She is as dumb as she looks	OFF	TIN	IND
22147	@USER @USER @USER @USER Yeah! Let's get some gun control in this piece so white male Americans can stop shooting places up. PROTECT ALL AMERICANS	NOT		
81874	@USER Because liberals hate America and cant stand the thought of a successful country	NOT		
18004	@USER @USER They forget about Antifa and all threats to conservatives when it’s convenient!	NOT		
51297	@USER @USER She is a 🤡	OFF	TIN	IND
82360	**** wow my cell phone is blinking it must have had an incoming e-mail.  i didn't notice. who could that be from ? it's an email from ... i haven't seen her for a whi... it's beena while. well she is wondering if she could give my email address to my friend from high-shcool i	NOT		
10265	@USER Brazil	NOT		
17197	@USER @USER END of Story.   Where is the lying Liberals Witness 🤔	OFF	TIN	IND
83888	@USER @USER Why?  He is messed up.	NOT		
16218	@USER Conservatives believe attempted rape is a form of flirting.  That’s why we’re getting all the “if you look into my past you won’t believe what I did” nonsense.	OFF	TIN	IND
42791	@USER @USER tell me again ?? URL	NOT		
96217	"@USER @USER Principled conservatives"" are a rogues gallery of NeverTrumpers who were not at all uncomfortable with the idea of HRC winning the 2016 presidential election. In fact, some of them voted for her."""	NOT		
41937	@USER I was kind of shocked. He is gone now. From my feed at least	NOT		
12740	@USER @USER There is already more guns than pre 1996 gun control. Free people should have the right to defend themselves and their families. The threat of lethal force is a  good deterrent to would be criminals	NOT		
99246	@USER You're full of s***. It's the Liberals paid by Soros who are doing those things	OFF	TIN	GRP
69559	@USER Iya Risi in my area didnt get the money. She is a widow with 5children and all attempt to get the money proved abortive. Isn't this a scam?	OFF	TIN	IND
74707	@USER @USER @USER @USER @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER   At Millfield lecturing the students About what? The evolving Dependent tax and Migrant party? URL	NOT		
16183	@USER @USER that’s exactly what you evil liberals do. You try to intimidate people so they can step down. I guess bullying is OK when it’s done by liberals	OFF	TIN	GRP
44485	@USER Clarence Thomas was branded by Democrats but has served honorably and well for over 20 yrs. Haters are gonna hate all conservatives.	NOT		
27991	@USER Of course she’s making money on the situation she is a dem they have no values but greed and power	OFF	TIN	IND
54703	@USER @USER Conservatives send TWO in Opposition ( taxpayer dollars) to ONE popular vote Prime Minister!	NOT		
34788	@USER Sandy Hook was used to drum up public support for stricter gun control.	NOT		
69790	231 years later the liberals wants to do away with it. URL	OFF	TIN	IND
72116	@USER This is just obstruction.   CALL THE VOTE!!!! #MAGA 🇺🇸	NOT		
66931	@USER @USER Looks like gun control is working out well for your sh*t hole country huh?  How are those gun laws working huh? More shootings and murders by gun than America which has more guns than people in Brazil	NOT		
88037	@USER He obviously doesn’t care.	NOT		
99294	@USER This is insane it's leftists liberals democrats media.propaganda .you all know it because there scared that he'll end abortion.not true.women have the right to get and abortion.because it's there body explain to me why is it illegal for her to sell her body to feed her children?	NOT		
13005	@USER Coming from a person from Chicago...kook!	NOT		
90423	@USER I don’t understand why she should be heard.  I SHOULD BE HEARD and I have pictures and scars from my TRAUMA #ILLEGALALIEN left his car in the middle of #405 fwy in 1982 - when I was 18!  We were badly damaged!  #Kavanaugh #MAGA URL	NOT		
68638	@USER @USER You are the poster child for marrying up.	NOT		
68169	"@USER @USER Yes, READ it again. They use a term for a BROAD group (leftist"" ""feminist"" ""theist"" whatever else) then, in many cases, focus on a particular EXTREME SUBSET of that group (antifa, a subset of 3rd wave feminism, YECs) without distinguishing the fact it IS a subset."""	NOT		
